speciesGroup,taxonomicRankKingdom,taxonomicRankPhylum,taxonomicRankClass,taxonomicRankOrder,taxonomicRankFamily,taxonomicRankGenus,taxonomicRankSpecies,endemicToEurope,europeanRegionalRedListCategory,populationTrend
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Poromitra,crassiceps,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Poromitra,megalops,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Poromitra,nigriceps,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Scopeloberyx,opisthopterus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Scopeloberyx,robustus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Scopelogadus,beanii,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,STEPHANOBERYCIDAE,Acanthochaenus,luetkenii,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Bonapartia,pedaliota,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,acclinidens,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,alba,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,braueri,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,livida,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,microdon,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,obscura,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,pallida,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,parapallida,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,pseudopallida,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,pygmaea,Yes,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Diplophos,taenia,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Gonostoma,atlanticum,No,NA,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Gonostoma,denudatum,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Gonostoma,elongatum,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Manducus,maderensis,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Margrethia,obtusirostra,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Sigmops,bathyphilus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,PHOSICHTHYIDAE,Ichthyococcus,ovatus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,PHOSICHTHYIDAE,Polymetme,corythaeola,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,PHOSICHTHYIDAE,Polymetme,thaeocoryla,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,PHOSICHTHYIDAE,Vinciguerria,attenuata,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,PHOSICHTHYIDAE,Vinciguerria,nimbaria,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,PHOSICHTHYIDAE,Vinciguerria,poweriae,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyripnus,atlanticus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,aculeatus,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,affinis,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,gigas,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,hemigymnus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,olfersii,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,sladeni,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Maurolicus,amethystinopunctatus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Maurolicus,muelleri,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Sternoptyx,diaphana,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Sternoptyx,pseudobscura,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Valenciennellus,tripunctulatus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Aristostomias,grimaldii,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Aristostomias,lunifer,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Aristostomias,tittmanni,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Aristostomias,xenostoma,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,atlanticus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,gemmifer,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,indicus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,leucopogon,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,macropogon,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,micropogon,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,neopogon,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,niger,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,zharovi,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,brevis,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,digitatus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,longipinnis,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,nigerrimus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,pawneei,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,proximus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,vaillanti,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Borostomias,abyssorum,Yes,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Borostomias,antarcticus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Borostomias,elucens,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Borostomias,mononema,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Chauliodus,danae,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Chauliodus,sloani,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Chirostomias,pliopterus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Echiostoma,barbatum,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,braueri,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,contiguus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,dubius,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,enbarbatus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,filifer,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,fissibarbis,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,lipochirus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,longibarba,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,macronema,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,macrurus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,monodactylus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,obscurus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,parri,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,radicifilis,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,satterleei,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,schmidti,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,simplex,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,tetranema,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Flagellostomias,boureei,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Grammatostomias,circularis,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Grammatostomias,dentatus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Grammatostomias,flagellibarba,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Idiacanthus,fasciola,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Leptostomias,gladiator,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Leptostomias,haplocaulus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Leptostomias,longibarba,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Malacosteus,niger,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,bartonbeani,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,biseriatus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,macrophotus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,tentaculatus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,valdiviae,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Neonesthes,capensis,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Pachystomias,microdon,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Photonectes,braueri,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Photonectes,dinema,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Photonectes,margarita,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Photonectes,mirabilis,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Photonectes,parvimanus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Photostomias,goodyeari,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Photostomias,guernei,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Rhadinesthes,decimus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Stomias,boa,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Stomias,brevibarbatus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Stomias,longibarbatus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Trigonolampa,miriceps,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,AULOSTOMIDAE,Aulostomus,strigosus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,CENTRISCIDAE,Macroramphosus,scolopax,No,LC,Decreasing
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,FISTULARIIDAE,Fistularia,petimba,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Entelurus,aequoreus,Yes,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,erectus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,guttulatus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,hippocampus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Minyichthys,sentus,Yes,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Nerophis,lumbriciformis,Yes,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Nerophis,maculatus,Yes,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Nerophis,ophidion,Yes,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,acus,No,LC,Decreasing
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,phlegon,Yes,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,rostellatus,Yes,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,schmidti,Yes,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,taenionotus,Yes,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,tenuirostris,Yes,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,typhle,Yes,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,variegatus,Yes,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Balistes,capriscus,No,DD,Decreasing
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Balistes,vetula,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Canthidermis,maculata,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Canthidermis,sufflamen,No,NA,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Chilomycterus,reticulatus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Chilomycterus,spinosus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Diodon,eydouxii,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Diodon,hystrix,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MOLIDAE,Masturus,lanceolatus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MOLIDAE,Mola,mola,No,DD,Decreasing
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MOLIDAE,Ranzania,laevis,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Aluterus,monoceros,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Aluterus,scriptus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Stephanolepis,hispidus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,OSTRACIIDAE,Acanthostracion,notacanthus,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,capistrata,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Ephippion,guttifer,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Lagocephalus,lagocephalus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Sphoeroides,marmoratus,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Sphoeroides,pachygaster,No,LC,Stable
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,GRAMMICOLEPIDIDAE,Grammicolepis,brachiusculus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,OREOSOMATIDAE,Neocyttus,helgae,No,LC,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,PARAZENIDAE,Cyttopsis,rosea,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,ZEIDAE,Zenopsis,conchifer,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,ZEIDAE,Zeus,faber,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ZEIFORMES,ZENIONIDAE,Zenion,hololepis,No,NA,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,altimus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brachyurus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,falciformis,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,limbatus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,longimanus,No,EN,Decreasing
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,obscurus,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,plumbeus,No,EN,Decreasing
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Galeocerdo,cuvier,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Prionace,glauca,No,NT,Decreasing
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PSEUDOTRIAKIDAE,Pseudotriakis,microdon,No,DD,Unknown
Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,aphyodes,Yes,LC,Unknown
